altitude_m,ax,ay,az,bax_true,bay_true,baz_true,beacon_id,beacon_x,beacon_y,beacon_z,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,range_m,sensor,time_s,valid,vx,vy,vz,x,y,z
,0.0811573633351789,0.49827869082442433,0.0036397209890237786,0.03757448718590298,-0.02301475994896292,0.018732986490158424,,,,,,0.0001797653542519383,-0.000604195343218279,0.04024229997103785,0.0,0.0,inertial,,6.5333333333,,imu,6.5333333333,1.0,,,,,,
,0.12715121202960333,0.5168610175578864,0.01885932724406949,0.03785452479043876,-0.022878545215189883,0.018626675332524933,,,,,,-0.0018736268393078684,-0.0013124581175823727,0.04171910742885023,0.0,0.0,inertial,,6.6,,imu,6.6,1.0,,,,,,
,0.11767167998480917,0.5766263569446304,-0.04885700154723485,0.0378538297988821,-0.022893078814067082,0.018643420203193935,,,,,,-0.0009938552234509913,-0.0024212987041104055,0.0425253043142813,0.0,0.0,inertial,,6.6666666667,,imu,6.6666666667,1.0,,,,,,
84.77456719521888,,,,,,,,,,,0.024021012237459848,,,,0.0,0.0,altitude,,6.6666666667,,barometer,6.6666666667,1.0,,,,,,
,0.0826312170155525,0.6155774191911346,-0.0069442657268673075,0.03793262907615437,-0.022715161360103035,0.018983313113589972,,,,,,0.0015103644774739087,0.004158844977415335,0.04438650640926318,0.0,0.0,inertial,,6.7333333333,,imu,6.7333333333,1.0,,,,,,
,0.07430818285305521,0.4770709118431738,0.05296489476976005,0.03778465181861717,-0.02278663742373155,0.018947199526876377,,,,,,-0.0026983874640464983,-0.0016715114090945762,0.04113492884983346,0.0,0.0,inertial,,6.8,,imu,6.8,1.0,,,,,,
,0.050981576842438384,0.5642371204908343,0.06111264153700703,0.0375950287161103,-0.022814899342524224,0.018728181916014046,,,,,,0.003580957707846097,-0.0026271350832707957,0.04392621804937978,0.0,0.0,inertial,,6.8666666667,,imu,6.8666666667,1.0,,,,,,
,0.10060887335522789,0.6411415299614103,0.11853600749851474,0.03775403957809909,-0.022694522077877744,0.01891888620512206,,,,,,-0.0012963997800966433,-0.004904033214321064,0.04393658108471776,0.0,0.0,inertial,,6.9333333333,,imu,6.9333333333,1.0,,,,,,
,0.0448215734787039,0.5386724524971168,0.10348922893891394,0.03744346635695125,-0.022703782365522583,0.018412867242472063,,,,,,0.0007685363345760975,-0.00024568378325305753,0.04152256263859919,0.0,0.0,inertial,,7.0,,imu,7.0,1.0,,,,,,
,,,,,,,,,,,,,,,0.0,0.0,position_velocity,0.0,7.0,,gps,7.0,1.0,12.465989665930431,2.8797335981637424,-0.2569663083886367,96.75652657795476,1.1829809236751676,85.32374575700098
87.51022443980018,,,,,,,,,,,0.02593314872936588,,,,0.0,0.0,altitude,,7.0,,barometer,7.0,1.0,,,,,,
,,,,,,,0.0,0.0,0.0,85.0,,,,,0.0,0.0,range,,7.0,97.64212832233979,range_beacon,7.0,1.0,,,,,,
,,,,,,,1.0,180.0,-60.0,90.0,,,,,0.0,0.0,range,,7.0,104.22808866634558,range_beacon,7.0,1.0,,,,,,
,,,,,,,2.0,80.0,160.0,80.0,,,,,0.0,0.0,range,,7.0,158.86486359192884,range_beacon,7.0,1.0,,,,,,
