accepted,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_3,residual_4,residual_5,residual_norm,sensor_is_dropout,sensor_is_outlier,source,sqrt_condition,stale_s,time_s
1.0,55.0,4.474888216741877,22.0,3.9543052615436842,1.8208801703339645,1.4846259351279087,-0.8143730685425794,0.5621763031552014,-0.15320308059701482,0.05896103071233355,2.554586471351801,0.0,0.0,gps_position_velocity,81.66091414560324,0.0,22.0
1.0,55.0,0.8069912342215178,22.0,1.876980124247703,1.1056015890132187,,,,,,1.1056015890132187,0.0,0.0,barometer_altitude,81.66091415373414,0.0,22.0
0.0,0.0,0.0,22.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,22.0
0.0,0.0,0.0,22.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,22.0
0.0,0.0,0.0,22.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,22.0
1.0,55.0,0.8081118764097639,22.3333333333,2.3039016503207765,-1.226601403675815,,,,,,1.226601403675815,0.0,0.0,barometer_altitude,84.66526287822163,0.0,22.3333333333
1.0,55.0,0.8092360551363702,22.6666666667,0.001479280507755116,0.03112436442235378,,,,,,0.03112436442235378,0.0,0.0,barometer_altitude,87.87637127955604,0.0,22.6666666667
1.0,55.0,4.44717085581112,23.0,4.724891467705788,1.7769256808758769,3.2191703471321347,1.7023327220140914,0.34375570768636265,-0.2908128897111677,0.11262010078487977,4.078465729430718,0.0,0.0,gps_position_velocity,80.47494225842236,0.0,23.0
1.0,55.0,0.8054704501672066,23.0,0.0016492697866236426,-0.03271112373927565,,,,,,0.03271112373927565,0.0,0.0,barometer_altitude,80.47494226542983,0.0,23.0
0.0,0.0,0.0,23.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,23.0
0.0,0.0,0.0,23.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,23.0
0.0,0.0,0.0,23.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,23.0
1.0,55.0,0.8065604112251069,23.3333333333,3.307248184157735,-1.4667979518253276,,,,,,1.4667979518253276,0.0,0.0,barometer_altitude,83.27945826270748,0.0,23.3333333333
1.0,55.0,0.8076830366313623,23.6666666667,0.04307443798451785,-0.16762962425890748,,,,,,0.16762962425890748,0.0,0.0,barometer_altitude,86.28225138134846,0.0,23.6666666667
1.0,55.0,4.428285715168351,24.0,8.461920574311945,-1.5827750960539788,2.1890780114941037,-0.5169954298387012,-0.08644994941253614,0.864560297676837,0.1532468460153577,2.888415918363543,0.0,0.0,gps_position_velocity,79.75608406129251,0.0,24.0
1.0,55.0,0.8042829322915207,24.0,1.554919459444456,-1.0029119404739788,,,,,,1.0029119404739788,0.0,0.0,barometer_altitude,79.7560840676146,0.0,24.0
